Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Status,Effective Month,Effective Year,Current Month,Current Year,Associated with Combined Heat and Power System,Sector Name,Sector,Previously Canceled,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Turbines or Hydrokinetic Buoys,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Solid Fuel Gasification System?,Carbon Capture Technology?,Multiple Fuels?,Switch Between Oil and Natural Gas?,Cofire Fuels?
63781,"SR North Stonington, LLC",64160,SR North Stonington,CT,New London,STONE,Solar Photovoltaic,PV,,W,X,X,,,9.9,0.95,9.9,9.9,L,6,2020,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63778,"SR Litchfield, LLC",64161,SR Litchfield,CT,Litchfield,LITCH,Solar Photovoltaic,PV,,W,X,X,,,19.8,0.95,19.8,19.8,T,6,2022,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,,0,,,,,,,,N,N,N,,
63782,Hecate Energy Cider Solar LLC,64163,Hecate Energy Cider Solar LLC,NY,Genesee,11111,Solar Photovoltaic,PV,,S,X,X,,,500, ,500,500,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63784,"Azure Sky Wind Project, LLC",64164,"Azure Sky Wind Project, LLC Hybrid",TX,Throckmorton,ASWBE,Batteries,BA,,S,X,X,,,120, ,120,120,U,3,2022,3,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63784,"Azure Sky Wind Project, LLC",64164,"Azure Sky Wind Project, LLC Hybrid",TX,Throckmorton,ASWWT,Onshore Wind Turbine,WT,,S,X,X,,,350.2, ,350.2,350.2,U,2,2022,2,2022,N,IPP Non-CHP,2,N,WND,,,,,,79,,,,,,,,,,,,
56201,Engie North America,64165,Priddy Wind Project,TX,Mills,WTG1,Onshore Wind Turbine,WT,,S,X,X,,,302.4,0.95,302.4,302.4,V,11,2021,1,2022,N,IPP Non-CHP,2,N,WND,,,,,,63,,,,,,,,,,,,
63791,Hunters Cove Solar LLC,64166,Hunters Cove Solar,NC,Rutherford,GEN,Solar Photovoltaic,PV,,S,X,X,,,50, ,50,50,L,1,2021,3,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63792,Hornet Solar LLC,64167,Hornet Solar,NC,Gaston,GEN,Solar Photovoltaic,PV,,S,X,X,,,75, ,75,75,L,1,2021,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63793,Bear Branch Solar LLC,64168,Bear Branch Solar,NC,Stokes,GEN,Solar Photovoltaic,PV,,S,X,X,,,35, ,35,35,L,1,2021,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63786,Tygart LLC,64171,Tygart Hydropower,WV,Taylor,1,Conventional Hydroelectric,HY,,S,X,X,,,10,0.9,3,10,L,3,2025,3,2025,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
63786,Tygart LLC,64171,Tygart Hydropower,WV,Taylor,2,Conventional Hydroelectric,HY,,S,X,X,,,10,0.9,3,10,L,3,2025,3,2025,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
63786,Tygart LLC,64171,Tygart Hydropower,WV,Taylor,3,Conventional Hydroelectric,HY,,S,X,X,,,10,0.9,3,10,L,3,2025,3,2025,N,IPP Non-CHP,2,N,WAT,,,,,, ,,,,,,,,,,,,
56769,Consolidated Edison Development Inc.,64177,CED Manchester Wind,IA,Delaware,MANW,Onshore Wind Turbine,WT,,S,X,X,,,7.9, ,7.9,7.9,V,12,2021,2,2022,N,IPP Non-CHP,2,N,WND,,,,,,3,,,,,,,,,,,,
62856,"Forefront Power, LLC",64181,IL - SMHEC - Moraine Valley,IL,Cook,18017,Solar Photovoltaic,PV,,S,X,X,,,1.3, ,1.3,1.3,U,1,2021,8,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
60025,Greenbacker Renewable Energy Corporation,64186,Graphite Solar I,UT,Carbon,394,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,V,12,2021,5,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63954,Shepherd's Run Solar,64188,Shepherd's Run Solar,NY,Columbia,PV,Solar Photovoltaic,PV,,S,X,X,,,60, ,60,60,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63803,Apex Solar LLC,64189,Rattlesnake Solar,MT,Beaverhead,RSNAK,Solar Photovoltaic,PV,,W,X,X,,,80, ,80,80,L,12,2021,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63813,"Assembly Solar III, LLC",64196,Assembly Solar III,MI,Shiawassee,AS3,Solar Photovoltaic,PV,,S,X,X,,,79, ,79,79,TS,10,2021,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,64197,"Fifth Standard Solar PV, LLC (Hybrid)",CA,Fresno,FTHSB,Batteries,BA,,S,X,X,,,117, ,117,117,L,9,2022,12,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,64197,"Fifth Standard Solar PV, LLC (Hybrid)",CA,Fresno,FTHSS,Solar Photovoltaic,PV,,S,X,X,,,150, ,150,150,L,9,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63799,Cabin Creek Solar I LLC,64199,Cabin Creek Solar,MT,Fallon,CBCK1,Solar Photovoltaic,PV,,W,X,X,,,75, ,75,75,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,64202,"Big Star Solar, LLC (Hybrid)",TX,Bastrop,BGSTB,Batteries,BA,,S,X,X,,,80, ,80,80,U,4,2022,4,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
56215,RWE Renewables Americas LLC,64202,"Big Star Solar, LLC (Hybrid)",TX,Bastrop,BGSTS,Solar Photovoltaic,PV,,S,X,X,,,200, ,200,200,U,4,2022,4,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63819,Cabin Creek Solar II LLC,64203,Cabin Creek Solar II,MT,Fallon,CBCK2,Solar Photovoltaic,PV,,W,X,X,,,75, ,75,75,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63776,"JSD Flatwood PV-1, LLC",64205,Fairview Solar,SC,Spartanburg,2003,Solar Photovoltaic,PV,,S,X,X,,,2,1,2,2,T,1,2020,11,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
63807,302PN 8me LLC,64208,Red Antelope Solar & Energy Storage Farm,AZ,Coconino,30PNA,Solar Photovoltaic,PV,,S,X,X,,,400, ,400,400,P,11,2024,11,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63807,302PN 8me LLC,64208,Red Antelope Solar & Energy Storage Farm,AZ,Coconino,30PNB,Batteries,BA,,S,X,X,,,300, ,300,300,P,11,2024,11,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63806,26SB 8me LLC,64209,Bellefield 2 Solar & Energy Storage Farm,CA,Kern,26SBA,Solar Photovoltaic,PV,,S,X,X,,,500, ,500,500,P,6,2023,12,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63806,26SB 8me LLC,64209,Bellefield 2 Solar & Energy Storage Farm,CA,Kern,26SBB,Batteries,BA,,S,X,X,,,500, ,500,500,P,6,2023,12,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63805,50LW 8me LLC,64210,Bellefield Solar and Energy Storage Farm,CA,Kern,50LWA,Solar Photovoltaic,PV,,S,X,X,,,500, ,500,500,P,6,2023,11,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63805,50LW 8me LLC,64210,Bellefield Solar and Energy Storage Farm,CA,Kern,50LWB,Batteries,BA,,S,X,X,,,500, ,500,500,P,6,2023,11,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63821,Pike Solar LLC,64212,Pike Solar Hybrid,CO,El Paso,CO465,Solar Photovoltaic,PV,,S,X,X,,,175, ,175,175,P,12,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
63821,Pike Solar LLC,64212,Pike Solar Hybrid,CO,El Paso,PSBES,Batteries,BA,,S,X,X,,,25, ,25,25,P,12,2023,12,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
61514,"Agilitas Energy, LLC",64213,Auburn Solar Project,MA,Worcester,AUB,Solar Photovoltaic,PV,,S,X,X,,,4.9, ,4.9,4.9,V,6,2021,5,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61514,"Agilitas Energy, LLC",64213,Auburn Solar Project,MA,Worcester,BEAUB,Batteries,BA,,S,X,X,,,3.8, ,3.8,3.8,V,6,2021,5,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63825,45MG 8me LLC,64215,Aratina Solar Center 2,CA,Kern,45MGA,Solar Photovoltaic,PV,,S,X,X,,,200, ,200,200,P,6,2023,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63825,45MG 8me LLC,64215,Aratina Solar Center 2,CA,Kern,45MGB,Batteries,BA,,S,X,X,,,200, ,200,200,P,6,2023,6,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63826,201LC 8me LLC,64216,Rockmont Solar and Storage Project,NM,San Juan,201LC,Solar Photovoltaic,PV,,S,X,X,,,100, ,100,100,P,6,2022,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63826,201LC 8me LLC,64216,Rockmont Solar and Storage Project,NM,San Juan,309SJ,Batteries,BA,,S,X,X,,,30, ,30,30,P,6,2022,6,2023,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63841,"Hadley 3 Solar, LLC (North)",64231,Hadley 3 Solar (North),MA,Hampshire,9170,Batteries,BA,,S,X,X,,,1, ,1,0.8,T,2,2022,9,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63837,Hecate Energy Frye Solar LLC,64233,Hecate Energy Frye Solar LLC,TX,Swisher,80995,Solar Photovoltaic,PV,,S,X,X,,,500, ,500,500,P,4,2022,4,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63832,Hecate Energy Harley Hand Solar LLC,64234,Hecate Energy Harley Hand Solar LLC,TX,Nolan,19936,Solar Photovoltaic,PV,,S,X,X,,,500, ,500,500,P,6,2023,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63838,Hecate Grid Swiftsure LLC,64235,Swiftsure,NY,Richmond,SWFTS,Batteries,BA,,W,X,X,,,650, ,650,650,L,12,2023,12,2025,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63839,Hecate Grid Clermont 1 LLC,64236,Clermont,NY,Nassau,CLRMT,Batteries,BA,,W,X,X,,,100, ,100,100,L,12,2023,12,2024,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
63830,"7V Solar Ranch, LLC",64239,7V Solar Ranch,TX,Fayette,7V1,Solar Photovoltaic,PV,,S,X,X,,,240, ,240,240,L,9,2022,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63828,Empire Community Solar LLC,64240,Holley Road Solar,NY,Orleans,879,Solar Photovoltaic,PV,,S,X,X,,,20, ,20,20,P,9,2022,9,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63827,Bioenergy DevCo,64241,Maryland Food Center Authority AD,MD,Howard,CHP1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,1.1, ,1.1,1.1,U,10,2021,5,2022,Y,Industrial CHP,7,N,NG,,,,,, ,,,,,,,,N,N,N,N,N
9234,Indiana Municipal Power Agency,64249,Anderson 6,IN,Madison,SAND6,Solar Photovoltaic,PV,,S,X,X,,,6.8, ,6.8,5.4,V,2,2022,5,2022,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,,,N,,
9234,Indiana Municipal Power Agency,64250,Peru 3,IN,Miami,PERU3,Solar Photovoltaic,PV,,S,X,X,,,2.9, ,2.9,2.3,U,4,2022,7,2022,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,,,N,,
9234,Indiana Municipal Power Agency,64252,Richmond 6,IN,Wayne,RICH6,Solar Photovoltaic,PV,,S,X,X,,,5.1, ,5.1,4.1,T,6,2022,12,2022,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,,,N,,
15399,Avangrid Renewables LLC,64253,Mohawk Solar,NY,Montgomery,S1,Solar Photovoltaic,PV,,S,X,X,,,90.5, ,90.5,90.5,T,11,2021,11,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
18642,Tennessee Valley Authority,64255,Vonore Battery Energy Storage System,TN,Monroe,VBESS,Batteries,BA,,S,X,X,,,20,0.95,20,20,P,7,2022,7,2022,N,Electric Utility,1,N,MWH,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,64256,AES Maui Kuihelani Solar Hybrid,HI,Maui,KLNIB,Batteries,BA,,S,X,X,,,60,0.85,60,60,T,12,2022,12,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
61012,AES Distributed Energy,64256,AES Maui Kuihelani Solar Hybrid,HI,Maui,KULNI,Solar Photovoltaic,PV,,S,X,X,,,60,0.85,60,60,T,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
58489,OCI Solar Power,64258,OCI SunRay,TX,Uvalde,OCISR,Solar Photovoltaic,PV,,S,X,X,,,200, ,200,200,P,5,2022,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
58489,OCI Solar Power,64259,Spanish Crown,TX,Falls,OCICR,Solar Photovoltaic,PV,,S,X,X,,,100, ,100,100,P,12,2021,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
58489,OCI Solar Power,64260,Golinda Solar,TX,Falls,OCISO,Solar Photovoltaic,PV,,S,X,X,,,100, ,100,100,P,12,2021,6,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63883,Broad Reach Power,64316,Lopeno,TX,Zapata,LOPE,Batteries,BA,,S,X,X,,,9.9,0.95,9.9,9.9,U,1,2021,2,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63883,Broad Reach Power,64318,Pueblo BA,TX,Maverick,PBL1,Batteries,BA,,S,X,X,,,9.9,0.95,9.9,9.9,V,4,2021,1,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63883,Broad Reach Power,64318,Pueblo BA,TX,Maverick,PBL2,Batteries,BA,,S,X,X,,,9.9,0.95,9.9,9.9,V,4,2021,1,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63883,Broad Reach Power,64320,Sierra,CA,Tuolumne,SIER,Batteries,BA,,S,X,X,,,10,0.95,10,10,U,10,2021,3,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63883,Broad Reach Power,64322,Zapata,TX,Zapata,ZPT1,Batteries,BA,,S,X,X,,,9.9,0.95,9.9,9.9,V,4,2021,1,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63883,Broad Reach Power,64322,Zapata,TX,Zapata,ZPT2,Batteries,BA,,S,X,X,,,9.9,0.95,9.9,9.9,V,4,2021,1,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,N,,
63959,"Horizon Hill Wind, LLC",64339,Horizon Hill Wind Project,OK,Logan,HHILL,Onshore Wind Turbine,WT,,S,X,X,,,201.5, ,201.5,201.5,L,12,2023,12,2023,N,IPP Non-CHP,2,N,WND,,,,,,34,,,,,,,,,,N,,
63960,"White Rock Wind West, LLC",64340,White Rock West Wind Project,OK,Caddo,WRW,Onshore Wind Turbine,WT,,S,X,X,,,99.5, ,99.5,99.5,L,12,2023,12,2023,N,IPP Non-CHP,2,N,WND,,,,,,17,,,,,,,,,,N,,
63961,"White Rock Wind East, LLC",64341,White Rock East Wind Project,OK,Caddo,WRE,Onshore Wind Turbine,WT,,S,X,X,,,201.5, ,201.5,201.5,L,12,2023,12,2023,N,IPP Non-CHP,2,N,WND,,,,,,34,,,,,,,,N,N,N,,
63965,"Badger Wind , LLC",64342,"Badger Wind, LLC",ND,McIntosh,5555,Onshore Wind Turbine,WT,,S,X,X,,,252, ,252,252,P,11,2022,11,2022,N,IPP Non-CHP,2,N,WND,,,,,,81,,,,,,,,,,,,
63966,"Emerick Wind, LLC",64344,Emerick Wind,NE,Madison,9999,Onshore Wind Turbine,WT,,S,X,X,,,396.9, ,396.9,396.9,L,11,2024,11,2024,N,IPP Non-CHP,2,N,WND,,,,,,100,,,,,,,,,,,,
63969,"Placid Solar, LLC",64345,Highland Solar North,FL,Highlands,1112,Solar Photovoltaic,PV,,S,X,X,,,74.9, ,74.9,74.9,OT,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63969,"Placid Solar, LLC",64346,Highland Solar South,FL,Highlands,9999,Solar Photovoltaic,PV,,S,X,X,,,74.9, ,74.9,74.9,L,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63968,"Mockingbird Solar Center, LLC",64347,Mockingbird Solar Center,TX,Lamar,7777,Solar Photovoltaic,PV,,S,X,X,,,400, ,400,400,L,6,2023,6,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64352,Mtn Solar 6 LLC (CSG),CO,Logan,SC,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,12,2021,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64353,NSE Camber Solar PS11 LLC (CSG),CO,Logan,SC,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,12,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64356,NSE Camber Solar PS13 LLC (CSG),CO,Logan,SC,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,12,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64357,NSE Camber Solar PS6 LLC CSG,CO,Weld,SC,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,12,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64358,NSE Camber Solar PS5 LLC (CSG),CO,Weld,SC,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,12,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
61227,Nautilus Solar Solutions,64359,Pivot Solar 12 LLC(CSG),CO,Logan,SC,Solar Photovoltaic,PV,,S,X,X,,,1, ,1,1,V,12,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
58970,"Ecoplexus, Inc",64369,E Nash PV3,NC,Nash,ENSH3,Solar Photovoltaic,PV,,S,X,X,,,26,0.95,26,26,L,6,2022,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-1,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-2,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-3,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-4,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-5,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-6,Natural Gas Fired Combustion Turbine,GT,,W,X,X,RABSMR01,,60.5,0.85,44.5,49.8,V,6,2022,2,2022,N,IPP Non-CHP,2,N,NG,,,,,, ,,,,,,,,,,N,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-7,,GT,,W,X,X,RABSMR01,, , , , ,V, , , , ,N,IPP Non-CHP,2,N,,,,,,, ,,,,,,,,,,,,
63082,ProEnergy Services,64383,Braes Bayou Plant,TX,Fort Bend,CTG-8,,GT,,W,X,X,RABSMR01,, , , , ,V, , , , ,N,IPP Non-CHP,2,N,,,,,,, ,,,,,,,,,,,,
63432,SkyHigh 2 Solar,64384,Amazon TUS2,AZ,Pima,ATUS2,Solar Photovoltaic,PV,,S,X,X,,,2.6, ,2.6,2.6,TS,3,2021,3,2022,N,Commercial Non-CHP,4,N,SUN,,,,,, ,,,,,,,,,,,,
20847,Wisconsin Electric Power Co,64393,Badger Hollow II,WI,Iowa,GEN2,Solar Photovoltaic,PV,,J,X,X,,,150, ,150,150,U,12,2022,3,2023,N,Electric Utility,1,N,SUN,,,,,, ,,,,,,,,N,N,N,,
63432,SkyHigh 2 Solar,64399,EMWD - San Jacinto RES BCT,CA,Riverside,EMRES,Solar Photovoltaic,PV,,S,X,X,,,4.2, ,4.2,4.2,TS,7,2021,4,2022,N,Commercial Non-CHP,4,N,SUN,,,,,, ,,,,,,,,,,,,
64055,Rockford Baxter Rd Holdco LLC CSG,64415,Rockford CSG,IL,Winnebago,ROCKF,Solar Photovoltaic,PV,,S,X,X,,,2, ,2,2,V,5,2021,1,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
49805,Kennecott Utah Copper,64427,Copperton Solar Plant No. 1,UT,Salt Lake,CSP1,Solar Photovoltaic,PV,,S,X,X,,,5,1,2.3,0.9,P,2,2022,9,2022,N,Industrial Non-CHP,6,N,SUN,,,,,, ,,,,,,,,,,,,
64077,JVR Energy Park LLC,64428,JVR Energy Park LLC,CA,San Diego,JVR1A,Solar Photovoltaic,PV,,S,X,X,,,90, ,90,90,T,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64077,JVR Energy Park LLC,64428,JVR Energy Park LLC,CA,San Diego,JVR1B,Batteries,BA,,S,X,X,,,70, ,70,70,T,12,2022,12,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
62856,"Forefront Power, LLC",64429,Amazon - Stockton - Roof (SCK1) - (CA),CA,San Joaquin,19001,Solar Photovoltaic,PV,,S,X,X,,,2.6, ,2.6,2.6,V,3,2021,6,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64085,American Beech Solar LLC,64430,American Beech Solar LLC,NC,Halifax,KOV4A,Solar Photovoltaic,PV,,S,X,X,,,110, ,110,110,T,5,2024,5,2024,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64068,"Black Rock Wind Force, LLC",64433,Black Rock Wind,WV,Mineral,BRW,Onshore Wind Turbine,WT,,S,X,X,,,115, ,115,115,V,10,2021,2,2022,N,IPP Non-CHP,2,N,WND,,,,,,23,,,,,,,,,,,,
64072,"MA CS Ware West, LLC",64435,Town of Ware - Canadian Tree(CSG),MA,Hampshire,TOW,Solar Photovoltaic,PV,,S,X,X,,,1.4, ,1.4,1.4,TS,3,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
57365,Consolidated Edison Solutions Inc,64442,Mt Pleasant Community Center,NY,Westchester,MPES,Batteries,BA,,S,X,X,,,0.7, ,0.7,0.7,V,10,2021,4,2022,N,IPP Non-CHP,2,N,MWH,,,,,, ,,,,,,,,,,,,
57365,Consolidated Edison Solutions Inc,64442,Mt Pleasant Community Center,NY,Westchester,MPPV,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5,V,10,2021,4,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64108,"Brazoria West Solar Project, LLC",64447,Brazoria West,TX,Brazoria,GEN1,Solar Photovoltaic,PV,,S,X,X,,,200, ,200,200,U,6,2022,9,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
64109,"Wythe County Solar Project, LLC",64448,Wythe County Solar,VA,Wythe,GEN1,Solar Photovoltaic,PV,,S,X,X,,,75, ,75,75,P,9,2022,9,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,N,,
64110,"Calhoun County Solar Project, LLC",64452,Calhoun County Solar Project,MI,Calhoun,GEN1,Solar Photovoltaic,PV,,S,X,X,,,125, ,125,125,P,12,2022,12,2023,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,N,N,N,,
64086,OE_ALD,64469,OE_ALD,AL,Covington,OEALD,Solar Photovoltaic,PV,,S,X,X,,,80, ,80,80,T,12,2022,12,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64095,"RPCA Solar 3, LLC",64471,Byron Highway Solar,CA,Contra Costa,BYHWY,Solar Photovoltaic,PV,,S,X,X,,,5, ,5,5,U,9,2021,2,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,,,,,
64128,Novel Handeland Solar LLC,64479,Novel Handeland Solar LLC,MN,Yellow Medicine,HNDLD,Solar Photovoltaic,PV,,S,X,X,,,1,1,1,1,TS,1,2022,5,2022,N,IPP Non-CHP,2,N,SUN,,,,,, ,,,,,,,,N,N,N,,
