name,facility_type,capacity,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,coordinate,plant_life,incommod,outcommod,,plant age
Sherwood_H_Smith_Jr_Energy_Complex_4,gas,199.4,5,2001,5,2031,"(34.8392,-79.7406)",30,,,,19
Sherwood_H_Smith_Jr_Energy_Complex_10,gas,191.2,6,2011,6,2041,"(34.8392,-79.7406)",30,,,,9
Sherwood_H_Smith_Jr_Energy_Complex_6,gas,199.4,6,2002,6,2032,"(34.8392,-79.7406)",30,,,,18
Sherwood_H_Smith_Jr_Energy_Complex_7,gas,199.4,6,2002,6,2032,"(34.8392,-79.7406)",30,,,,18
Sherwood_H_Smith_Jr_Energy_Complex_8,gas,199.4,6,2002,6,2032,"(34.8392,-79.7406)",30,,,,18
Sherwood_H_Smith_Jr_Energy_Complex_9,gas,191.2,6,2011,6,2041,"(34.8392,-79.7406)",30,,,,9
Sherwood_H_Smith_Jr_Energy_Complex_ST4,gas,195.5,6,2002,6,2032,"(34.8392,-79.7406)",30,,,,18
Sherwood_H_Smith_Jr_Energy_Complex_ST5,gas,271.1,6,2011,6,2041,"(34.8392,-79.7406)",30,,,,9
Pine_Street_7,gas,4.4,2,2020,2,2050,"(43.740164,-83.449953)",30,,,,0
Pine_Street_8,gas,3.3,3,2020,3,2050,"(43.740164,-83.449953)",30,,,,0
Hamilton_Hydro_3,hydro,1.1,5,1994,5,2034,"(39.4128,-84.5558)",40,,,,26
Hamilton_Hydro_4,hydro,1.1,5,1994,5,2034,"(39.4128,-84.5558)",40,,,,26
Sewell_Creek_Energy_1,gas,121,7,2000,7,2030,"(33.9486,-85.2769)",30,,,,20
Sewell_Creek_Energy_2,gas,121,7,2000,7,2030,"(33.9486,-85.2769)",30,,,,20
Sewell_Creek_Energy_3,gas,164,9,2000,9,2030,"(33.9486,-85.2769)",30,,,,20
Sewell_Creek_Energy_4,gas,164,6,2000,6,2030,"(33.9486,-85.2769)",30,,,,20
Alsey_1,gas,30,6,1999,6,2029,"(39.569771,-90.43602)",30,,,,21
Alsey_2,gas,30,8,1999,8,2029,"(39.569771,-90.43602)",30,,,,21
Alsey_3,gas,20,7,1999,7,2029,"(39.569771,-90.43602)",30,,,,21
Alsey_4,gas,20,8,1999,8,2029,"(39.569771,-90.43602)",30,,,,21
Alsey_5,gas,25,6,1999,6,2029,"(39.569771,-90.43602)",30,,,,21
Alsey_6,gas,48,12,2016,12,2046,"(39.569771,-90.43602)",30,,,,4
Fulton_(AR)_1,gas,154.8,5,2001,5,2031,"(33.6094,-93.7924)",30,,,,19
Rowan_1,gas,199.4,4,2001,4,2031,"(35.7314,-80.6019)",30,,,,19
Rowan_2,gas,199.4,4,2001,4,2031,"(35.7314,-80.6019)",30,,,,19
Rowan_3,gas,199.4,5,2001,5,2031,"(35.7314,-80.6019)",30,,,,19
Rowan_4,gas,199.4,6,2003,6,2033,"(35.7314,-80.6019)",30,,,,17
Rowan_5,gas,199.4,6,2003,6,2033,"(35.7314,-80.6019)",30,,,,17
Rowan_STG,gas,195,6,2003,6,2033,"(35.7314,-80.6019)",30,,,,17
Smarr_Energy_Center_1,gas,121,6,1999,6,2029,"(32.9842,-83.8464)",30,,,,21
Smarr_Energy_Center_2,gas,121,6,1999,6,2029,"(32.9842,-83.8464)",30,,,,21
John_S_Rainey_CT1A,gas,165,9,2001,9,2031,"(34.347734,-82.774478)",30,,,,19
John_S_Rainey_CT1B,gas,165,9,2001,9,2031,"(34.347734,-82.774478)",30,,,,19
John_S_Rainey_CT2A,gas,165,3,2002,3,2032,"(34.347734,-82.774478)",30,,,,18
John_S_Rainey_CT2B,gas,165,5,2002,5,2032,"(34.347734,-82.774478)",30,,,,18
John_S_Rainey_CT3A,gas,84,1,2004,1,2034,"(34.347734,-82.774478)",30,,,,16
John_S_Rainey_CT3B,gas,84,1,2004,1,2034,"(34.347734,-82.774478)",30,,,,16
John_S_Rainey_CT4A,gas,84,1,2004,1,2034,"(34.347734,-82.774478)",30,,,,16
John_S_Rainey_ST1S,gas,190,9,2001,9,2031,"(34.347734,-82.774478)",30,,,,19
Essential_Power_Rock_Springs_LLC_1,gas,198.9,6,2003,6,2033,"(39.71901,-76.15976)",30,,,,17
Essential_Power_Rock_Springs_LLC_2,gas,175.9,6,2003,6,2033,"(39.71901,-76.15976)",30,,,,17
Essential_Power_Rock_Springs_LLC_3,gas,198.9,6,2003,6,2033,"(39.71901,-76.15976)",30,,,,17
Essential_Power_Rock_Springs_LLC_4,gas,198.9,6,2003,6,2033,"(39.71901,-76.15976)",30,,,,17
Marsh_Run_Generation_Facility_1,gas,171.1,9,2004,9,2034,"(38.5283,-77.7681)",30,,,,16
Marsh_Run_Generation_Facility_2,gas,171.1,9,2004,9,2034,"(38.5283,-77.7681)",30,,,,16
Marsh_Run_Generation_Facility_3,gas,171.1,9,2004,9,2034,"(38.5283,-77.7681)",30,,,,16
Louisa_Generation_Facility_1,gas,84.5,8,2003,8,2033,"(38.1181,-78.2139)",30,,,,17
Louisa_Generation_Facility_2,gas,84.5,8,2003,8,2033,"(38.1181,-78.2139)",30,,,,17
Louisa_Generation_Facility_3,gas,84.5,8,2003,8,2033,"(38.1181,-78.2139)",30,,,,17
Louisa_Generation_Facility_4,gas,84.5,8,2003,8,2033,"(38.1181,-78.2139)",30,,,,17
Louisa_Generation_Facility_5,gas,171.1,8,2003,8,2033,"(38.1181,-78.2139)",30,,,,17
Remington_1,gas,178.5,6,2000,6,2030,"(38.5442,-77.7714)",30,,,,20
Remington_2,gas,170,6,2000,6,2030,"(38.5442,-77.7714)",30,,,,20
Remington_3,gas,178.5,7,2000,7,2030,"(38.5442,-77.7714)",30,,,,20
Remington_4,gas,178.5,7,2000,7,2030,"(38.5442,-77.7714)",30,,,,20
Ladysmith_1,gas,178.5,5,2001,5,2031,"(38.0722,-77.5133)",30,,,,19
Ladysmith_2,gas,178.5,5,2001,5,2031,"(38.0722,-77.5133)",30,,,,19
Ladysmith_3,gas,178.5,6,2008,6,2038,"(38.0722,-77.5133)",30,,,,12
Ladysmith_4,gas,178.5,6,2008,6,2038,"(38.0722,-77.5133)",30,,,,12
Ladysmith_5,gas,178.5,4,2009,4,2039,"(38.0722,-77.5133)",30,,,,11
Freedom_Power_Project_CT1,gas,71,6,2000,6,2030,"(39.103333,-88.85898)",30,,,,20
Pleasant_Valley_(MN)_11,gas,167.5,5,2001,5,2031,"(43.799446,-92.682874)",30,,,,19
Pleasant_Valley_(MN)_12,gas,167.5,5,2001,5,2031,"(43.799446,-92.682874)",30,,,,19
Pleasant_Valley_(MN)_13,gas,132.8,5,2002,5,2032,"(43.799446,-92.682874)",30,,,,18
Minnesota_River_UOO1,gas,49,5,2001,5,2031,"(44.795231,-93.581013)",30,,,,19
Lagoon_Creek_CTG1,gas,173.4,9,2010,9,2040,"(35.6578,-89.3964)",30,,,,10
Lagoon_Creek_CTG2,gas,173.4,9,2010,9,2040,"(35.6578,-89.3964)",30,,,,10
Lagoon_Creek_GT1,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT10,gas,86.2,6,2002,6,2032,"(35.6578,-89.3964)",30,,,,18
Lagoon_Creek_GT11,gas,86.2,6,2002,6,2032,"(35.6578,-89.3964)",30,,,,18
Lagoon_Creek_GT12,gas,86.2,6,2002,6,2032,"(35.6578,-89.3964)",30,,,,18
Lagoon_Creek_GT2,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT3,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT4,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT5,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT6,gas,84.5,6,2001,6,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT7,gas,84.5,7,2001,7,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT8,gas,84.5,7,2001,7,2031,"(35.6578,-89.3964)",30,,,,19
Lagoon_Creek_GT9,gas,86.2,6,2002,6,2032,"(35.6578,-89.3964)",30,,,,18
Lagoon_Creek_STG1,gas,257.6,9,2010,9,2040,"(35.6578,-89.3964)",30,,,,10
Brandy_Branch_1,gas,185,5,2001,5,2031,"(30.320556,-81.947222)",30,,,,19
Brandy_Branch_2,gas,185,5,2001,5,2031,"(30.320556,-81.947222)",30,,,,19
Brandy_Branch_3,gas,185,10,2001,10,2031,"(30.320556,-81.947222)",30,,,,19
Brandy_Branch_4,gas,228.1,2,2005,2,2035,"(30.320556,-81.947222)",30,,,,15
Holden_11,gas,107.1,6,2002,6,2032,"(38.7538,-93.9983)",30,,,,18
Holden_12,gas,107.1,6,2002,6,2032,"(38.7538,-93.9983)",30,,,,18
Holden_13,gas,107.1,6,2002,6,2032,"(38.7538,-93.9983)",30,,,,18
Moorhead_Wind_Turbine_9,wind,0.7,9,2001,9,2021,"(46.895,-96.7347)",20,,,,19
MEPI_GT_Facility_1,gas,64.5,10,1974,9,2022,"(37.2175,-88.8661)",30,,,,46
MEPI_GT_Facility_2,gas,64.5,10,1974,9,2022,"(37.2175,-88.8661)",30,,,,46
MEPI_GT_Facility_3,gas,64.5,10,1974,9,2022,"(37.2175,-88.8661)",30,,,,46
MEPI_GT_Facility_4,gas,54,7,2000,9,2022,"(37.2175,-88.8661)",30,,,,20
MEPI_GT_Facility_5,gas,54,7,2000,9,2022,"(37.2175,-88.8661)",30,,,,20
Power_Creek_4,hydro,3,11,2001,11,2041,"(60.588686,-145.604539)",40,,,,19
Power_Creek_5,hydro,3,11,2001,11,2041,"(60.588686,-145.604539)",40,,,,19
Elk_Mound_1,gas,35.5,6,2001,6,2031,"(44.902814,-91.568096)",30,,,,19
Elk_Mound_2,gas,35.5,6,2001,6,2031,"(44.902814,-91.568096)",30,,,,19
Snoqualmie_2_6A,hydro,14.4,2,2013,2,2053,"(47.5445,-121.8414)",40,,,,7
Glenwood_Landing_GT4,gas,53,6,2002,6,2032,"(40.8275,-73.6478)",30,,,,18
Glenwood_Landing_GT5,gas,53,6,2002,6,2032,"(40.8275,-73.6478)",30,,,,18
Encogen_CTG1,gas,39.4,3,1993,3,2023,"(48.746,-122.486)",30,,,,27
Encogen_CTG2,gas,39.4,3,1993,3,2023,"(48.746,-122.486)",30,,,,27
Encogen_CTG3,gas,39.4,3,1993,3,2023,"(48.746,-122.486)",30,,,,27
Encogen_STG,gas,58.2,4,1993,4,2023,"(48.746,-122.486)",30,,,,27
Robert_P_Mone_Plant_1,gas,198,7,2002,7,2032,"(40.9297,-84.7392)",30,,,,18
Robert_P_Mone_Plant_2,gas,198,7,2002,7,2032,"(40.9297,-84.7392)",30,,,,18
Robert_P_Mone_Plant_3,gas,198,7,2002,7,2032,"(40.9297,-84.7392)",30,,,,18
H_L_Culbreath_Bayside_Power_Station_1A,gas,189.9,4,2003,4,2033,"(27.9072,-82.4231)",30,,,,17
H_L_Culbreath_Bayside_Power_Station_1B,gas,189.9,4,2003,4,2033,"(27.9072,-82.4231)",30,,,,17
H_L_Culbreath_Bayside_Power_Station_1C,gas,189.9,4,2003,4,2033,"(27.9072,-82.4231)",30,,,,17
H_L_Culbreath_Bayside_Power_Station_2A,gas,189.9,1,2004,1,2034,"(27.9072,-82.4231)",30,,,,16
H_L_Culbreath_Bayside_Power_Station_2B,gas,189.9,1,2004,1,2034,"(27.9072,-82.4231)",30,,,,16
H_L_Culbreath_Bayside_Power_Station_2C,gas,189.9,1,2004,1,2034,"(27.9072,-82.4231)",30,,,,16
H_L_Culbreath_Bayside_Power_Station_2D,gas,189.9,1,2004,1,2034,"(27.9072,-82.4231)",30,,,,16
H_L_Culbreath_Bayside_Power_Station_3,gas,69.9,7,2009,7,2039,"(27.9072,-82.4231)",30,,,,11
H_L_Culbreath_Bayside_Power_Station_4,gas,69.9,7,2009,7,2039,"(27.9072,-82.4231)",30,,,,11
H_L_Culbreath_Bayside_Power_Station_5,gas,69.9,4,2009,4,2039,"(27.9072,-82.4231)",30,,,,11
H_L_Culbreath_Bayside_Power_Station_6,gas,69.9,4,2009,4,2039,"(27.9072,-82.4231)",30,,,,11
Terry_Bundy_Generating_Station_1,gas,28.2,8,2004,8,2034,"(40.909653,-96.613086)",30,,,,16
Terry_Bundy_Generating_Station_2,gas,60.5,10,2003,10,2033,"(40.909653,-96.613086)",30,,,,17
Terry_Bundy_Generating_Station_3,gas,60.5,4,2004,4,2034,"(40.909653,-96.613086)",30,,,,16
Terry_Bundy_Generating_Station_4,gas,60.5,8,2003,8,2033,"(40.909653,-96.613086)",30,,,,17
E_B_Harris_Electric_Generating_Plant_CT1A,gas,185,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
E_B_Harris_Electric_Generating_Plant_CT1B,gas,185,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
E_B_Harris_Electric_Generating_Plant_CT2A,gas,185,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
E_B_Harris_Electric_Generating_Plant_CT2B,gas,185,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
E_B_Harris_Electric_Generating_Plant_ST1,gas,282,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
E_B_Harris_Electric_Generating_Plant_ST2,gas,282,6,2003,6,2033,"(32.381352,-86.574366)",30,,,,17
Sand_Hill_5A,gas,198,9,2004,9,2034,"(30.2098,-97.6129)",30,,,,16
Sand_Hill_5C,gas,190,9,2004,9,2034,"(30.2098,-97.6129)",30,,,,16
Sand_Hill_SH1,gas,51.4,6,2001,6,2031,"(30.2098,-97.6129)",30,,,,19
Sand_Hill_SH2,gas,51.4,6,2001,6,2031,"(30.2098,-97.6129)",30,,,,19
Sand_Hill_SH3,gas,51.4,6,2001,6,2031,"(30.2098,-97.6129)",30,,,,19
Sand_Hill_SH4,gas,51.4,6,2001,6,2031,"(30.2098,-97.6129)",30,,,,19
Sand_Hill_SH6,gas,51.4,6,2010,6,2040,"(30.2098,-97.6129)",30,,,,10
Sand_Hill_SH7,gas,51.4,6,2010,6,2040,"(30.2098,-97.6129)",30,,,,10
Pirkey_1,coal,721,1,1985,3,2023,"(32.4607,-94.4852)",30,,,,35
McCartney_MGS1,gas,58.9,7,2002,7,2032,"(37.248431,-93.170839)",30,,,,18
McCartney_MSG2,gas,58.9,7,2002,7,2032,"(37.248431,-93.170839)",30,,,,18
Pine_Flat_1,hydro,55,1,1984,1,2024,"(36.8326,-119.327)",40,,,,36
Pine_Flat_2,hydro,55,1,1984,1,2024,"(36.8326,-119.327)",40,,,,36
Pine_Flat_3,hydro,55,4,1984,4,2024,"(36.8326,-119.327)",40,,,,36
Vernon_Boulevard_VG02,gas,47,8,2001,8,2031,"(40.7537,-73.9508)",30,,,,19
Vernon_Boulevard_VG03,gas,47,8,2001,8,2031,"(40.7537,-73.9508)",30,,,,19
Joseph_J_Seymour_Power_Project_1,gas,47,7,2001,7,2031,"(40.6631,-74)",30,,,,19
Joseph_J_Seymour_Power_Project_2,gas,47,7,2001,7,2031,"(40.6631,-74)",30,,,,19
Brentwood_1,gas,47,7,2001,7,2031,"(40.787062,-73.293412)",30,,,,19
Hell_Gate_HG01,gas,47,7,2001,7,2031,"(40.799,-73.9094)",30,,,,19
Hell_Gate_HG02,gas,47,7,2001,7,2031,"(40.799,-73.9094)",30,,,,19
Harlem_River_Yard_HR01,gas,47,7,2001,7,2031,"(40.7991,-73.9156)",30,,,,19
Harlem_River_Yard_HR02,gas,47,7,2001,7,2031,"(40.7991,-73.9156)",30,,,,19
North_1st_N01,gas,47,8,2001,8,2031,"(40.7171,-73.9664)",30,,,,19
Talbot_County_Energy_1,gas,121,5,2002,5,2032,"(32.5892,-84.6917)",30,,,,18
Talbot_County_Energy_2,gas,121,4,2002,4,2032,"(32.5892,-84.6917)",30,,,,18
Talbot_County_Energy_3,gas,121,6,2002,6,2032,"(32.5892,-84.6917)",30,,,,18
Talbot_County_Energy_4,gas,121,6,2002,6,2032,"(32.5892,-84.6917)",30,,,,18
Talbot_County_Energy_5,gas,121,5,2003,5,2033,"(32.5892,-84.6917)",30,,,,17
Talbot_County_Energy_6,gas,121,5,2003,5,2033,"(32.5892,-84.6917)",30,,,,17
Chattahoochee_Energy_Facility_1,gas,176,2,2003,2,2033,"(33.4072,-85.0386)",30,,,,17
Chattahoochee_Energy_Facility_2,gas,176,2,2003,2,2033,"(33.4072,-85.0386)",30,,,,17
Chattahoochee_Energy_Facility_3,gas,187.7,2,2003,2,2033,"(33.4072,-85.0386)",30,,,,17
Lakefield_Junction_1,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Lakefield_Junction_2,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Lakefield_Junction_3,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Lakefield_Junction_4,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Lakefield_Junction_5,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Lakefield_Junction_6,gas,89.3,6,2001,6,2031,"(43.798439,-94.841451)",30,,,,19
Buffalo_Mountain_1,wind,0.6,10,2000,10,2020,"(36.120994,-84.338733)",20,,,,20
Buffalo_Mountain_2,wind,0.6,10,2000,10,2020,"(36.120994,-84.338733)",20,,,,20
Buffalo_Mountain_3,wind,0.6,10,2000,10,2020,"(36.120994,-84.338733)",20,,,,20
Osawatomie_1,gas,102,6,2003,6,2033,"(38.532161,-94.902633)",30,,,,17
West_Gardner_1,gas,102,6,2003,6,2033,"(38.7875,-94.9861)",30,,,,17
West_Gardner_2,gas,102,6,2003,6,2033,"(38.7875,-94.9861)",30,,,,17
West_Gardner_3,gas,102,6,2003,6,2033,"(38.7875,-94.9861)",30,,,,17
West_Gardner_4,gas,102,6,2003,6,2033,"(38.7875,-94.9861)",30,,,,17
Russell_Energy_Center_T-1,gas,7.5,2,2002,2,2032,"(38.899722,-98.839444)",30,,,,18
Russell_Energy_Center_T-2,gas,7.5,2,2002,2,2032,"(38.899722,-98.839444)",30,,,,18
Coyote_Springs_II_1,gas,170,7,2003,7,2033,"(45.848039,-119.673965)",30,,,,17
Coyote_Springs_II_2,gas,117,7,2003,7,2033,"(45.848039,-119.673965)",30,,,,17
Gaylord_-_Wolverine_1,gas,23.4,6,2001,6,2031,"(45.0046,-84.7218)",30,,,,19
Gaylord_-_Wolverine_2,gas,23.4,6,2001,6,2031,"(45.0046,-84.7218)",30,,,,19
Gaylord_-_Wolverine_3,gas,23.4,6,2001,6,2031,"(45.0046,-84.7218)",30,,,,19
Nine_Canyon_1,wind,95.9,9,2002,9,2022,"(46.0958,-119.0964)",20,,,,18
Diamond_Valley_Lake_10,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_11,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_12,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_2,hydro,3.3,5,2001,5,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_3,hydro,3.3,5,2001,5,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_4,hydro,3.3,5,2001,5,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_6,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_7,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Diamond_Valley_Lake_8,hydro,3.3,12,2001,12,2041,"(33.6808,-117.0698)",40,,,,19
Wansley_Unit_9_CT1,gas,183.6,6,2004,6,2034,"(33.4083,-85.0403)",30,,,,16
Wansley_Unit_9_CT2,gas,183.6,6,2004,6,2034,"(33.4083,-85.0403)",30,,,,16
Wansley_Unit_9_ST1,gas,226.9,6,2004,6,2034,"(33.4083,-85.0403)",30,,,,16
Solway_CT_1,gas,50,5,2003,5,2033,"(47.544582,-95.129652)",30,,,,17
Lawrence_County_Station_1,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Lawrence_County_Station_2,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Lawrence_County_Station_3,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Lawrence_County_Station_4,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Lawrence_County_Station_5,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Lawrence_County_Station_6,gas,67,5,2005,5,2035,"(38.8003,-86.4511)",30,,,,15
Evander_Andrews_Power_Complex_1,gas,179.1,2,2008,2,2038,"(43.179176,-115.734315)",30,,,,12
Evander_Andrews_Power_Complex_2,gas,45.9,9,2001,9,2031,"(43.179176,-115.734315)",30,,,,19
Evander_Andrews_Power_Complex_3,gas,45.9,9,2001,9,2031,"(43.179176,-115.734315)",30,,,,19
Kemper_County_GT1,gas,93,7,2002,7,2032,"(32.7976,-88.606)",30,,,,18
Kemper_County_GT2,gas,93,7,2002,7,2032,"(32.7976,-88.606)",30,,,,18
Kemper_County_GT3,gas,93,7,2002,7,2032,"(32.7976,-88.606)",30,,,,18
Kemper_County_GT4,gas,93,7,2002,7,2032,"(32.7976,-88.606)",30,,,,18
Warren_F_Sam_Beasley_Generation_Station_1,gas,45,4,2002,4,2032,"(39.279179,-75.623928)",30,,,,18
Warren_F_Sam_Beasley_Generation_Station_2,gas,51,11,2012,11,2042,"(39.279179,-75.623928)",30,,,,8
Peno_Creek_GT1,gas,60,5,2002,5,2032,"(39.3531,-91.2295)",30,,,,18
Peno_Creek_GT2,gas,60,5,2002,5,2032,"(39.3531,-91.2295)",30,,,,18
Peno_Creek_GT3,gas,60,5,2002,5,2032,"(39.3531,-91.2295)",30,,,,18
Peno_Creek_GT4,gas,60,5,2002,5,2032,"(39.3531,-91.2295)",30,,,,18
Iowa_Distributed_Wind_Generation_Project_IDWG,wind,2.3,6,2000,6,2020,"(43.034722,-94.140556)",20,,,,20
Lordsburg_Generating_GT1,gas,44,6,2002,6,2032,"(32.35051,-108.69799)",30,,,,18
Lordsburg_Generating_GT2,gas,44,6,2002,6,2032,"(32.35051,-108.69799)",30,,,,18
Sumpter_1,gas,85,7,2002,7,2032,"(42.167,-83.5318)",30,,,,18
Sumpter_2,gas,85,7,2002,7,2032,"(42.167,-83.5318)",30,,,,18
Sumpter_3,gas,85,7,2002,7,2032,"(42.167,-83.5318)",30,,,,18
Sumpter_4,gas,85,7,2002,7,2032,"(42.167,-83.5318)",30,,,,18
Chamberlain_Wind_Project_WTC1,wind,1.3,11,2001,11,2021,"(43.848529,-99.24757)",20,,,,19
Chamberlain_Wind_Project_WTC2,wind,1.3,11,2001,11,2021,"(43.848529,-99.24757)",20,,,,19
Pyramid_1,gas,46.5,3,2003,3,2033,"(32.2363,-108.5494)",30,,,,17
Pyramid_2,gas,46.5,3,2003,3,2033,"(32.2363,-108.5494)",30,,,,17
Pyramid_3,gas,46.5,5,2003,5,2033,"(32.2363,-108.5494)",30,,,,17
Pyramid_4,gas,46.5,4,2003,4,2033,"(32.2363,-108.5494)",30,,,,17
Mill_Creek_(SC)_1,gas,99.9,12,2002,12,2032,"(35.1597,-81.4306)",30,,,,18
Mill_Creek_(SC)_2,gas,99.9,12,2002,12,2032,"(35.1597,-81.4306)",30,,,,18
Mill_Creek_(SC)_3,gas,99.9,12,2002,12,2032,"(35.1597,-81.4306)",30,,,,18
Mill_Creek_(SC)_4,gas,99.9,12,2002,12,2032,"(35.1597,-81.4306)",30,,,,18
Mill_Creek_(SC)_5,gas,99.9,5,2003,5,2033,"(35.1597,-81.4306)",30,,,,17
Mill_Creek_(SC)_6,gas,99.9,5,2003,5,2033,"(35.1597,-81.4306)",30,,,,17
Mill_Creek_(SC)_7,gas,99.9,5,2003,5,2033,"(35.1597,-81.4306)",30,,,,17
Mill_Creek_(SC)_8,gas,99.9,5,2003,5,2033,"(35.1597,-81.4306)",30,,,,17
Kalkaska_CT_#1_1,gas,60.5,12,2002,12,2032,"(44.6889,-85.2019)",30,,,,18
Greater_Des_Moines_GT1,gas,190.4,5,2003,5,2033,"(41.5563,-93.5283)",30,,,,17
Greater_Des_Moines_GT2,gas,190.4,5,2003,5,2033,"(41.5563,-93.5283)",30,,,,17
Greater_Des_Moines_ST1,gas,195.5,12,2004,12,2034,"(41.5563,-93.5283)",30,,,,16
Lake_One_L1,gas,60.5,6,2002,6,2032,"(34.1772,-118.3147)",30,,,,18
Silver_Creek_1,gas,83.5,6,2003,6,2033,"(31.6004,-89.9468)",30,,,,17
Silver_Creek_2,gas,83.5,6,2004,6,2034,"(31.6004,-89.9468)",30,,,,16
Silver_Creek_3,gas,83.5,6,2005,6,2035,"(31.6004,-89.9468)",30,,,,15
Sylvarena_1,gas,47,7,2003,7,2033,"(31.982076,-89.412714)",30,,,,17
Sylvarena_2,gas,47,7,2003,7,2033,"(31.982076,-89.412714)",30,,,,17
Sylvarena_3,gas,47,7,2003,7,2033,"(31.982076,-89.412714)",30,,,,17
West_Campus_Cogeneration_Facility_1,gas,54,4,2005,4,2035,"(43.075071,-89.4251)",30,,,,15
West_Campus_Cogeneration_Facility_CT2,gas,54,4,2005,4,2035,"(43.075071,-89.4251)",30,,,,15
West_Campus_Cogeneration_Facility_STG1,gas,61.3,4,2005,4,2035,"(43.075071,-89.4251)",30,,,,15
Grays_Harbor_Energy_Facility_CT1,gas,198.9,5,2008,5,2038,"(46.9692,-123.48)",30,,,,12
Grays_Harbor_Energy_Facility_CT2,gas,198.9,5,2008,5,2038,"(46.9692,-123.48)",30,,,,12
Grays_Harbor_Energy_Facility_ST1,gas,317.1,5,2008,5,2038,"(46.9692,-123.48)",30,,,,12
Beatrice_CT1,gas,76.6,1,2005,1,2035,"(40.330184,-96.808153)",30,,,,15
Beatrice_CT2,gas,76.6,1,2005,1,2035,"(40.330184,-96.808153)",30,,,,15
Beatrice_ST1,gas,93.9,1,2005,1,2035,"(40.330184,-96.808153)",30,,,,15
Murray_Turbine_1,gas,14,6,2001,6,2031,"(40.67,-111.89)",30,,,,19
Murray_Turbine_2,gas,14,10,2001,10,2031,"(40.67,-111.89)",30,,,,19
Murray_Turbine_3,gas,14,1,2002,1,2032,"(40.67,-111.89)",30,,,,18
Paragould_Reciprocating_11,gas,6.4,7,2001,7,2031,"(36.0242,-90.5094)",30,,,,19
Paragould_Reciprocating_21,gas,6.4,7,2001,7,2031,"(36.0242,-90.5094)",30,,,,19
Paragould_Reciprocating_31,gas,6.4,7,2001,7,2031,"(36.0242,-90.5094)",30,,,,19
Boulder_Park_1,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Boulder_Park_2,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Boulder_Park_3,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Boulder_Park_4,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Boulder_Park_5,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Boulder_Park_6,gas,4.1,5,2002,5,2032,"(47.697222,-117.147222)",30,,,,18
Columbia_(WI)_1,coal,556,5,1975,12,2023,"(43.4864,-89.4203)",30,,,,45
Columbia_(WI)_2,coal,556,5,1978,12,2024,"(43.4864,-89.4203)",30,,,,42
Hartzog_1,gas,7.5,8,2002,8,2032,"(43.8294,-105.5322)",30,,,,18
Hartzog_2,gas,7.5,8,2002,8,2032,"(43.8294,-105.5322)",30,,,,18
